Path	Sample Name	Tissue Category	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus Alexa 514 Min (Normalized Counts, Total Weighting)	Nucleus Alexa 514 Mean (Normalized Counts, Total Weighting)	Nucleus Alexa 514 Max (Normalized Counts, Total Weighting)	Nucleus Alexa 514 Std Dev (Normalized Counts, Total Weighting)	Nucleus Alexa 514 Total (Normalized Counts, Total Weighting)	Nucleus Alexa 594 Min (Normalized Counts, Total Weighting)	Nucleus Alexa 594 Mean (Normalized Counts, Total Weighting)	Nucleus Alexa 594 Max (Normalized Counts, Total Weighting)	Nucleus Alexa 594 Std Dev (Normalized Counts, Total Weighting)	Nucleus Alexa 594 Total (Normalized Counts, Total Weighting)	Nucleus Coumarin Min (Normalized Counts, Total Weighting)	Nucleus Coumarin Mean (Normalized Counts, Total Weighting)	Nucleus Coumarin Max (Normalized Counts, Total Weighting)	Nucleus Coumarin Std Dev (Normalized Counts, Total Weighting)	Nucleus Coumarin Total (Normalized Counts, Total Weighting)	Nucleus Cy3 Min (Normalized Counts, Total Weighting)	Nucleus Cy3 Mean (Normalized Counts, Total Weighting)	Nucleus Cy3 Max (Normalized Counts, Total Weighting)	Nucleus Cy3 Std Dev (Normalized Counts, Total Weighting)	Nucleus Cy3 Total (Normalized Counts, Total Weighting)	Nucleus FITC Min (Normalized Counts, Total Weighting)	Nucleus FITC Mean (Normalized Counts, Total Weighting)	Nucleus FITC Max (Normalized Counts, Total Weighting)	Nucleus FITC Std Dev (Normalized Counts, Total Weighting)	Nucleus FITC Total (Normalized Counts, Total Weighting)	Nucleus Cy5 Min (Normalized Counts, Total Weighting)	Nucleus Cy5 Mean (Normalized Counts, Total Weighting)	Nucleus Cy5 Max (Normalized Counts, Total Weighting)	Nucleus Cy5 Std Dev (Normalized Counts, Total Weighting)	Nucleus Cy5 Total (Normalized Counts, Total Weighting)	Nucleus DAPI Min (Normalized Counts, Total Weighting)	Nucleus DAPI Mean (Normalized Counts, Total Weighting)	Nucleus DAPI Max (Normalized Counts, Total Weighting)	Nucleus DAPI Std Dev (Normalized Counts, Total Weighting)	Nucleus DAPI Total (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Min (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Max (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Total (Normalized Counts, Total Weighting)	Membrane Area (pixels)	Membrane Area (percent)	Membrane Compactness	Membrane Minor Axis	Membrane Major Axis	Membrane Axis Ratio	Membrane Alexa 514 Min (Normalized Counts, Total Weighting)	Membrane Alexa 514 Mean (Normalized Counts, Total Weighting)	Membrane Alexa 514 Max (Normalized Counts, Total Weighting)	Membrane Alexa 514 Std Dev (Normalized Counts, Total Weighting)	Membrane Alexa 514 Total (Normalized Counts, Total Weighting)	Membrane Alexa 594 Min (Normalized Counts, Total Weighting)	Membrane Alexa 594 Mean (Normalized Counts, Total Weighting)	Membrane Alexa 594 Max (Normalized Counts, Total Weighting)	Membrane Alexa 594 Std Dev (Normalized Counts, Total Weighting)	Membrane Alexa 594 Total (Normalized Counts, Total Weighting)	Membrane Coumarin Min (Normalized Counts, Total Weighting)	Membrane Coumarin Mean (Normalized Counts, Total Weighting)	Membrane Coumarin Max (Normalized Counts, Total Weighting)	Membrane Coumarin Std Dev (Normalized Counts, Total Weighting)	Membrane Coumarin Total (Normalized Counts, Total Weighting)	Membrane Cy3 Min (Normalized Counts, Total Weighting)	Membrane Cy3 Mean (Normalized Counts, Total Weighting)	Membrane Cy3 Max (Normalized Counts, Total Weighting)	Membrane Cy3 Std Dev (Normalized Counts, Total Weighting)	Membrane Cy3 Total (Normalized Counts, Total Weighting)	Membrane FITC Min (Normalized Counts, Total Weighting)	Membrane FITC Mean (Normalized Counts, Total Weighting)	Membrane FITC Max (Normalized Counts, Total Weighting)	Membrane FITC Std Dev (Normalized Counts, Total Weighting)	Membrane FITC Total (Normalized Counts, Total Weighting)	Membrane Cy5 Min (Normalized Counts, Total Weighting)	Membrane Cy5 Mean (Normalized Counts, Total Weighting)	Membrane Cy5 Max (Normalized Counts, Total Weighting)	Membrane Cy5 Std Dev (Normalized Counts, Total Weighting)	Membrane Cy5 Total (Normalized Counts, Total Weighting)	Membrane DAPI Min (Normalized Counts, Total Weighting)	Membrane DAPI Mean (Normalized Counts, Total Weighting)	Membrane DAPI Max (Normalized Counts, Total Weighting)	Membrane DAPI Std Dev (Normalized Counts, Total Weighting)	Membrane DAPI Total (Normalized Counts, Total Weighting)	Membrane Autofluorescence Min (Normalized Counts, Total Weighting)	Membrane Autofluorescence Mean (Normalized Counts, Total Weighting)	Membrane Autofluorescence Max (Normalized Counts, Total Weighting)	Membrane Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Membrane Autofluorescence Total (Normalized Counts, Total Weighting)	Entire Cell Area (pixels)	Entire Cell Area (percent)	Entire Cell Compactness	Entire Cell Minor Axis	Entire Cell Major Axis	Entire Cell Axis Ratio	Entire Cell Alexa 514 Min (Normalized Counts, Total Weighting)	Entire Cell Alexa 514 Mean (Normalized Counts, Total Weighting)	Entire Cell Alexa 514 Max (Normalized Counts, Total Weighting)	Entire Cell Alexa 514 Std Dev (Normalized Counts, Total Weighting)	Entire Cell Alexa 514 Total (Normalized Counts, Total Weighting)	Entire Cell Alexa 594 Min (Normalized Counts, Total Weighting)	Entire Cell Alexa 594 Mean (Normalized Counts, Total Weighting)	Entire Cell Alexa 594 Max (Normalized Counts, Total Weighting)	Entire Cell Alexa 594 Std Dev (Normalized Counts, Total Weighting)	Entire Cell Alexa 594 Total (Normalized Counts, Total Weighting)	Entire Cell Coumarin Min (Normalized Counts, Total Weighting)	Entire Cell Coumarin Mean (Normalized Counts, Total Weighting)	Entire Cell Coumarin Max (Normalized Counts, Total Weighting)	Entire Cell Coumarin Std Dev (Normalized Counts, Total Weighting)	Entire Cell Coumarin Total (Normalized Counts, Total Weighting)	Entire Cell Cy3 Min (Normalized Counts, Total Weighting)	Entire Cell Cy3 Mean (Normalized Counts, Total Weighting)	Entire Cell Cy3 Max (Normalized Counts, Total Weighting)	Entire Cell Cy3 Std Dev (Normalized Counts, Total Weighting)	Entire Cell Cy3 Total (Normalized Counts, Total Weighting)	Entire Cell FITC Min (Normalized Counts, Total Weighting)	Entire Cell FITC Mean (Normalized Counts, Total Weighting)	Entire Cell FITC Max (Normalized Counts, Total Weighting)	Entire Cell FITC Std Dev (Normalized Counts, Total Weighting)	Entire Cell FITC Total (Normalized Counts, Total Weighting)	Entire Cell Cy5 Min (Normalized Counts, Total Weighting)	Entire Cell Cy5 Mean (Normalized Counts, Total Weighting)	Entire Cell Cy5 Max (Normalized Counts, Total Weighting)	Entire Cell Cy5 Std Dev (Normalized Counts, Total Weighting)	Entire Cell Cy5 Total (Normalized Counts, Total Weighting)	Entire Cell DAPI Min (Normalized Counts, Total Weighting)	Entire Cell DAPI Mean (Normalized Counts, Total Weighting)	Entire Cell DAPI Max (Normalized Counts, Total Weighting)	Entire Cell DAPI Std Dev (Normalized Counts, Total Weighting)	Entire Cell DAPI Total (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Min (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Mean (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Max (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Phenotype	Confidence	inForm 2.1.5430.24864
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	1				685	4	#N/A	#N/A	9	#N/A	58	0.01 %	0.71	6.01	12.01	2.00	0.000	0.078	0.653	0.152	4.516	0.000	0.330	1.471	0.392	19.139	0.000	0.027	1.052	0.144	1.546	0.509	1.114	1.851	0.333	64.586	0.000	0.084	0.268	0.062	4.878	0.000	0.058	0.188	0.052	3.345	11.723	19.990	27.398	3.729	1159.437	3.295	6.887	9.612	1.284	399.444	47	0.00 %	0.27	15.02	33.01	2.20	0.000	3.001	17.538	4.606	141.053	0.000	0.921	5.487	1.088	43.290	0.000	0.167	1.863	0.410	7.833	0.444	11.268	54.641	17.005	529.606	0.000	0.131	0.696	0.163	6.161	0.000	0.490	1.616	0.450	23.025	5.084	9.622	17.918	2.827	452.231	0.000	4.920	11.199	3.734	231.226	105	0.01 %	0.21	15.08	33.00	2.19	0.000	1.386	17.538	3.395	145.569	0.000	0.595	5.487	0.833	62.429	0.000	0.089	1.863	0.301	9.378	0.444	5.659	54.641	12.398	594.192	0.000	0.105	0.696	0.120	11.038	0.000	0.251	1.616	0.371	26.370	5.084	15.349	27.398	6.164	1611.667	0.000	6.006	11.199	2.835	630.670	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	2				976	3	#N/A	#N/A	9	#N/A	41	0.00 %	0.76	5.01	10.00	2.00	0.000	0.243	0.841	0.268	9.974	0.000	0.006	0.262	0.041	0.262	0.000	0.201	4.370	0.783	8.227	0.000	0.131	1.035	0.221	5.386	0.000	0.136	0.345	0.104	5.594	0.000	0.007	0.116	0.021	0.272	24.510	42.978	58.852	9.606	1762.085	5.157	7.570	9.433	0.899	310.366	41	0.00 %	0.31	15.05	27.01	1.79	0.000	0.208	0.834	0.255	8.529	0.000	1.067	15.754	3.292	43.751	0.000	0.253	1.704	0.408	10.354	0.000	0.186	0.722	0.224	7.631	0.000	0.086	0.384	0.106	3.524	0.000	0.026	0.248	0.059	1.071	0.000	3.784	5.650	1.037	155.150	2.338	5.013	7.573	1.168	205.524	82	0.01 %	0.23	15.11	27.05	1.79	0.000	0.226	0.841	0.261	18.503	0.000	0.537	15.754	2.374	44.013	0.000	0.227	4.370	0.621	18.580	0.000	0.159	1.035	0.223	13.017	0.000	0.111	0.384	0.107	9.118	0.000	0.016	0.248	0.045	1.343	0.000	23.381	58.852	20.854	1917.236	2.338	6.291	9.433	1.652	515.889	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	3				292	3	#N/A	#N/A	9	#N/A	54	0.01 %	0.62	5.01	14.00	2.80	0.000	0.025	0.807	0.114	1.327	0.000	0.007	0.361	0.049	0.361	0.000	0.000	0.000	0.000	0.000	0.000	9.481	44.519	11.440	511.954	0.000	0.143	0.534	0.129	7.730	0.000	0.026	0.247	0.054	1.385	16.419	47.561	73.149	15.530	2568.310	5.427	9.189	11.761	1.391	496.202	32	0.00 %	0.39	8.12	23.04	2.84	0.000	0.486	1.841	0.582	15.551	0.000	0.280	5.128	0.974	8.974	0.000	0.047	0.941	0.180	1.493	0.000	7.618	46.007	13.126	243.777	0.000	0.194	0.635	0.165	6.219	0.000	0.038	0.214	0.063	1.221	6.295	13.641	30.167	7.276	436.523	3.685	10.926	22.153	5.421	349.640	86	0.01 %	0.27	8.04	23.02	2.86	0.000	0.196	1.841	0.427	16.877	0.000	0.109	5.128	0.605	9.335	0.000	0.017	0.941	0.111	1.493	0.000	8.788	46.007	12.052	755.731	0.000	0.162	0.635	0.145	13.949	0.000	0.030	0.247	0.057	2.606	6.295	34.940	73.149	21.016	3004.833	3.685	9.835	22.153	3.555	845.842	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	4				383	4	#N/A	#N/A	9	#N/A	61	0.01 %	0.80	6.02	12.00	1.99	0.000	0.246	2.730	0.569	15.032	0.000	4.539	47.183	9.693	276.901	0.000	0.000	0.000	0.000	0.000	0.000	4.454	26.718	6.815	271.668	0.000	0.062	0.273	0.078	3.787	0.000	0.303	0.916	0.189	18.471	26.943	48.103	82.881	15.657	2934.309	4.700	10.075	15.794	1.780	614.557	51	0.00 %	0.25	14.05	28.04	2.00	0.000	0.525	2.966	0.854	26.767	0.000	5.948	34.104	10.595	303.358	0.000	0.059	0.928	0.179	2.997	0.000	12.770	54.461	18.215	651.275	0.000	0.047	0.369	0.075	2.391	0.000	0.255	1.292	0.314	13.010	3.917	11.610	45.012	9.770	592.099	4.201	9.324	14.404	2.292	475.527	112	0.01 %	0.22	14.03	28.02	2.00	0.000	0.373	2.966	0.723	41.799	0.000	5.181	47.183	10.092	580.259	0.000	0.027	0.928	0.124	2.997	0.000	8.241	54.461	13.852	922.943	0.000	0.055	0.369	0.077	6.178	0.000	0.281	1.292	0.253	31.481	3.917	31.486	82.881	22.556	3526.408	4.201	9.733	15.794	2.054	1090.085	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	5				395	3	#N/A	#N/A	9	#N/A	49	0.00 %	0.68	5.06	12.01	2.37	0.000	0.316	2.165	0.657	15.506	0.000	2.552	9.419	2.437	125.032	0.000	0.000	0.000	0.000	0.000	27.400	43.055	63.913	9.477	2109.703	0.000	0.015	0.369	0.059	0.728	0.000	0.345	1.121	0.337	16.913	29.113	57.496	87.094	17.977	2817.297	7.335	12.226	20.380	2.781	599.054	20	0.00 %	0.63	8.02	13.01	1.62	0.000	0.820	2.692	0.963	16.394	0.000	0.353	2.897	0.847	7.061	0.000	0.136	1.365	0.359	2.724	27.916	41.677	58.718	9.822	833.548	0.000	0.070	0.369	0.104	1.407	0.000	0.458	1.292	0.325	9.150	8.281	25.331	61.298	12.565	506.619	4.201	9.734	14.404	2.740	194.690	66	0.01 %	0.49	8.02	13.01	1.62	0.000	0.440	2.692	0.784	29.035	0.000	1.993	9.419	2.346	131.553	0.000	0.041	1.365	0.204	2.724	27.400	43.034	63.913	9.560	2840.268	0.000	0.027	0.369	0.068	1.752	0.000	0.378	1.292	0.340	24.952	8.281	48.914	87.094	22.314	3228.354	4.201	11.557	20.380	2.966	762.741	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	6				475	4	#N/A	#N/A	9	#N/A	44	0.00 %	0.76	7.05	8.99	1.28	0.000	1.898	5.323	1.329	83.523	0.000	1.560	7.257	1.518	68.650	0.000	0.002	0.102	0.015	0.102	3.373	22.264	63.727	17.542	979.599	0.000	0.064	0.281	0.084	2.817	0.154	0.526	1.327	0.240	23.163	22.763	41.748	59.513	9.067	1836.921	0.000	9.164	18.344	3.952	403.219	41	0.00 %	0.31	16.28	20.17	1.24	0.000	0.420	2.935	0.693	17.203	0.000	4.132	19.261	5.885	169.408	0.000	0.195	1.747	0.373	7.985	1.766	23.834	63.727	23.241	977.191	0.000	0.045	0.241	0.066	1.858	0.000	0.145	0.560	0.155	5.948	4.173	17.588	59.218	17.932	721.098	0.000	8.490	20.588	5.453	348.097	82	0.01 %	0.26	16.28	20.16	1.24	0.000	1.196	5.323	1.320	98.076	0.000	2.745	19.261	4.449	225.053	0.000	0.099	1.747	0.279	8.086	1.766	21.661	63.727	19.422	1776.215	0.000	0.054	0.281	0.077	4.406	0.000	0.340	1.327	0.283	27.843	4.173	29.384	59.513	18.444	2409.499	0.000	8.682	20.588	4.720	711.958	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	7				520	4	#N/A	#N/A	9	#N/A	84	0.01 %	0.48	6.01	19.00	3.16	0.000	0.353	4.621	0.751	29.693	0.000	20.157	57.924	15.989	1693.168	0.000	0.000	0.000	0.000	0.000	0.847	16.373	44.903	13.504	1375.313	0.000	0.008	0.240	0.039	0.700	0.000	0.112	0.553	0.156	9.405	26.321	53.362	76.305	12.387	4482.428	8.309	12.594	21.811	2.892	1057.927	25	0.00 %	0.50	9.04	21.02	2.33	0.000	0.853	5.040	1.300	21.317	0.000	21.668	61.348	18.287	541.692	0.000	0.131	3.276	0.655	3.276	1.407	16.423	40.235	11.865	410.572	0.000	0.017	0.169	0.044	0.424	0.000	0.106	0.416	0.127	2.648	10.703	33.422	52.558	10.662	835.541	8.474	13.194	33.109	5.122	329.862	105	0.01 %	0.35	9.03	21.02	2.33	0.000	0.478	5.040	0.937	50.144	0.000	20.988	61.348	16.468	2203.718	0.000	0.031	3.276	0.320	3.276	0.847	16.152	44.903	13.089	1695.941	0.000	0.011	0.240	0.041	1.124	0.000	0.114	0.553	0.151	11.920	10.703	49.262	76.305	14.689	5172.557	8.309	12.824	33.109	3.531	1346.510	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	8				721	4	#N/A	#N/A	9	#N/A	71	0.01 %	0.69	7.03	13.04	1.86	0.000	0.108	1.380	0.252	7.676	0.000	1.541	9.298	2.488	109.431	0.000	0.083	1.946	0.337	5.909	1.995	20.186	56.746	14.047	1433.241	0.000	0.037	0.209	0.053	2.643	0.000	0.148	0.926	0.182	10.476	19.387	36.993	56.926	9.790	2626.536	4.179	7.719	13.744	2.340	548.024	42	0.00 %	0.30	16.05	24.00	1.50	0.000	3.138	14.842	3.717	131.811	0.000	1.846	27.115	4.433	77.526	0.000	0.022	0.367	0.074	0.927	1.957	13.697	55.359	16.195	575.259	0.000	0.058	0.360	0.090	2.430	0.000	0.456	2.127	0.469	19.147	5.138	10.205	17.341	3.155	428.617	0.000	4.556	15.921	4.482	191.335	113	0.01 %	0.23	16.07	24.00	1.49	0.000	1.234	14.842	2.694	139.487	0.000	1.654	27.115	3.329	186.956	0.000	0.060	1.946	0.272	6.836	1.957	17.774	56.746	15.141	2008.500	0.000	0.045	0.360	0.069	5.073	0.000	0.262	2.127	0.352	29.623	5.138	27.037	56.926	15.252	3055.152	0.000	6.543	15.921	3.624	739.359	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	9				814	4	#N/A	#N/A	9	#N/A	83	0.01 %	0.65	7.01	15.01	2.14	0.000	0.109	0.725	0.179	9.077	0.000	0.091	1.440	0.257	7.516	0.000	0.346	3.503	0.812	28.678	0.000	4.819	30.305	6.978	399.964	0.000	0.055	0.209	0.060	4.564	0.000	0.006	0.104	0.020	0.523	9.746	23.045	38.225	5.872	1912.733	3.634	5.938	8.338	1.119	492.870	46	0.00 %	0.27	14.09	33.02	2.34	0.000	0.107	0.645	0.157	4.943	0.000	0.147	1.612	0.332	6.774	0.000	0.480	4.715	0.874	22.066	0.000	7.901	36.146	11.024	363.463	0.000	0.044	0.265	0.057	2.032	0.000	0.027	0.146	0.040	1.231	2.267	4.810	10.931	1.509	221.279	0.745	4.250	8.130	1.580	195.490	129	0.01 %	0.22	14.12	33.03	2.34	0.000	0.109	0.725	0.171	14.021	0.000	0.111	1.612	0.286	14.290	0.000	0.393	4.715	0.834	50.744	0.000	5.918	36.146	8.724	763.427	0.000	0.051	0.265	0.059	6.596	0.000	0.014	0.146	0.031	1.754	2.267	16.543	38.225	9.989	2134.012	0.745	5.336	8.338	1.530	688.360	halle_hnscc	20701-07	0	0	0	0			
C:\Users\Zip\Desktop\Halle_new analysis\relationship IM tumor\20701_1781_24283_4720_TrainingImages	halle_hnscc__20701-07_HP_IM3_1_[12756.5,20614.3].im3	stroma	10				901	5	#N/A	#N/A	9	#N/A	106	0.01 %	0.49	9.01	18.00	2.00	0.000	0.027	0.705	0.093	2.827	0.000	5.902	30.972	7.840	625.588	0.000	0.014	0.982	0.103	1.502	0.000	3.475	27.038	6.274	368.324	0.000	0.019	0.194	0.039	2.045	0.000	0.019	0.274	0.048	2.022	16.037	32.509	46.569	6.887	3445.983	2.895	7.985	14.896	2.261	846.461	68	0.01 %	0.18	21.04	35.07	1.67	0.000	0.059	0.992	0.174	4.020	0.000	9.855	67.817	18.364	670.115	0.000	0.696	8.535	1.689	47.336	0.000	7.980	33.037	9.692	542.623	0.000	0.033	0.246	0.057	2.271	0.000	0.068	1.096	0.171	4.608	0.000	9.955	29.374	6.858	676.920	0.401	6.970	14.993	2.963	473.948	169	0.02 %	0.17	21.06	35.09	1.67	0.000	0.038	0.992	0.131	6.396	0.000	7.664	67.817	13.233	1295.162	0.000	0.289	8.535	1.121	48.839	0.000	4.778	33.037	7.686	807.548	0.000	0.025	0.246	0.048	4.163	0.000	0.037	1.096	0.116	6.233	0.000	23.684	46.569	13.174	4002.613	0.401	7.609	14.993	2.621	1285.973	halle_hnscc	20701-07	0	0	0	0	other	88.43 %	
